,CrashSeverity,NumberOfUnits,UnitInError,CrashDateTime,Latitude,Longitude,LocationRouteType,LocationRouteNumber,LocationPrefix,LocationRoadName,LocationRoadType,MannerOfCollision,Weather,LightCondition,Narrative,CrashReportedDateTime,DispatchedDateTime,ArrivedDateTime,RoadCondition,TotalInjured,TotalKilled,AnimalRelated,AlcoholRelated,SpeedRelated,TeenRelated
285,Injury Possible,2,1,10/16/2020 15:45,40.072484,-82.428708,,,North,21ST,Street,Angle,Clear,Daylight,Unit 01 was traveling SB when it stopped to turn left. Unit 02 was traveling NB in the right hand lane when Unit 01 turned and struck Unit 02. The left lane had stopped but the right lane was still traveling. Unit 01 suffered disabling damage and reported possible injuries. Unit 02 suffered disabling damage and reported possible injuries. Witness wrote a statement about the incident.,10/16/2020 15:45,10/16/2020 15:45,10/16/2020 15:49,Dry,0,0,False,False,True,True
286,Property Damage Only,1,1,10/17/2020 0:55,40.062548,-82.40663599999999,State Route,13,,,,Not Collision Between Two Vehicles in Transport,Clear,Dark - Lighted Roadway,Unit was traveling northbound on Mt. Vernon Rd. and lost control of the vehicle. Unit 1 went over the curb and struck the business; a heating and cooling establishment; at the listed location and came to rest inside of the business. The driver of Unit 1 did not remain at the scene. ,10/17/2020 0:55,10/17/2020 1:00,10/17/2020 1:01,Dry,0,0,False,True,True,False
287,Property Damage Only,1,1,10/18/2020 14:05,40.060879,-82.387912,State Route,16,,,,Not Collision Between Two Vehicles in Transport,Rain,Daylight,On 10/18/2020 Unit 01 was traveling west bound on State Route 16 when her vehicle malfunctioned. Unit 01 stated her steering wheel locked up and felt as if she was being pulled to the right into another lane of traffic. Unit 01 attempted to control the vehicle and applied the breaks when she struck the median and spun. Unit 01 came to rest with the rear of the vehicle against the median. Unit 01 suffered no injuries and disabiling damage. It was found that Unit 01's rear passenger side tire's break pad had snapped. Unit 01 was also leaking a large amount of transmission fluid for minor front end damage. M&P Towing arrived on scene and towed the vehicle. ,10/18/2020 14:05,10/18/2020 14:06,10/18/2020 14:10,Wet,0,0,False,False,False,False
288,Property Damage Only,2,2,10/18/2020 16:27,40.0589,-82.40517,State Route,13,,,,Sideswipe; same direction,Cloudy,Daylight,Unit 1 was waiting on traffic at the intersection when it was side swiped by unit 2. Unit 2 failed to stop after the accident and continued south on 4th Street. Unit 2 has not been located. ,10/18/2020 16:28,10/18/2020 16:33,10/18/2020 16:41,Dry,0,0,False,False,True,False
289,Property Damage Only,2,2,10/16/2020 7:10,40.086476,-82.42745699999999,,,,DEO ,Drive,Sideswipe; same direction,Clear,Dawn/Dusk,Driver of Unit 1 was traveling west on Deo Dr.  Driver of Unit 1 reports an unknown unit 2 merged over and struck her vehicle in the side.  Unit 2 left the area before she could obtain any vehicle information.,10/16/2020 7:13,10/16/2020 7:16,10/16/2020 7:25,Dry,0,0,False,False,False,False
290,Property Damage Only,1,98,10/16/2020 16:45,40.071934000000006,-82.40491899999999,,,,Manning ,Street,Not Collision Between Two Vehicles in Transport,Clear,Daylight,Unit 01 stated she was traveling WB when a loose dog was in the street. Unit 01 stated she struck the dog and stopped after the incident. Unit 01 was unable to retrieve the owner's information at the time. The owner(Alice Peck 448 Park Ave) was contacted via phone and was given Unit 01's information about the incident. The owner was en route to take the canine to a veterinarian for the injuries. Unit 01 reported no injuries and suffered minor damage.,10/16/2020 16:45,10/16/2020 16:56,10/16/2020 17:24,Dry,0,0,True,False,False,False
291,Minor Injury Suspected,3,1,10/17/2020 22:13,40.078851,-82.428191,,,North,21st,Street,Head-on,Clear,Dark - Lighted Roadway,Unit 1 was traveling northbound on N. 21st St. and attempting to turn left (west) into the Kroger parking lot. Unit 2 was traveling southbound on N. 21st St. and proceeding through the intersection. Unit 1 failed to yield and struck Unit 2. Unit 1 spun around and struck Unit 3 as it was braking to avoid the accident.,10/17/2020 22:13,10/17/2020 22:15,10/17/2020 22:18,Dry,0,0,False,False,False,True
292,Minor Injury Suspected,2,2,10/17/2020 23:50,40.05802,-82.43,,,West,Church,Street,Angle,Clear,Dark - Lighted Roadway,Unit 2 was turning east onto W Church St from N 21st St. Unit 1 was stopped in the turn lane on W Church St waiting to turn south onto 21st St. Unit 2 made an improper turn cutting across the turn lane and struck unit 1 in the front.  ,10/17/2020 23:54,10/18/2020 0:09,10/18/2020 0:09,Dry,0,0,False,False,False,False
295,Minor Injury Suspected,2,2,10/19/2020 16:52,40.059581,-82.417889,State Route,16E,,,,Sideswipe; same direction,Cloudy,Daylight,On listed date and time Unit 1 and Unit 2 were traveling east on SR 16 EB. Unit 1 was in the right lane. Unit 2 was approaching Unit1 in the rear in the right lane. Unit 2 was driving fast and recklessly and went around Unit 1 and then attempted to cut over in front of Unit 1. Unit 2 then struck the front left side of Unit 1 causing  Unit 1 to hit the center divide and spin out of control. ,10/19/2020 16:52,10/19/2020 16:55,10/19/2020 16:58,Wet,0,0,False,True,True,False
296,Property Damage Only,2,1,10/19/2020 15:41,40.051725,-82.428759,,,West,MAIN,Street,Rear-end,Rain,Daylight,UNIT 1 AND UNIT 2 WERE BOTH TRAVELING EAST BOUND ON W. MAIN ST PASSING LINDEN AVE. UNIT 2 SLOWED TO STOP WITH TRAFFIC. UNIT 1 ATTEMPTED TO STOP AND SLID IN THE RAIN; CAUSING HIM TO BUMP INTO THE REAR END OF UNIT 2. THERE DID NOT APPEAR TO BE ANY VISIBLE DAMAGE TO EITHER VEHICLE ON THE SURFACE; OTHER THAN A COUPLE OF SMUDGE MARKS.  BECAUSE UNIT 1 ADMITTED TO BUMPING INTO UNIT 2; HE WAS CITED FOR ACDA.,10/19/2020 15:41,10/19/2020 16:25,10/19/2020 16:43,Wet,0,0,False,False,False,True
297,Property Damage Only,2,1,10/19/2020 13:01,40.05729,-82.403995,,,West,Church,Street,Rear-end,Rain,Daylight,On 10/19/2020 Unit 02 was traveling west bound on Church St. when Unit 02 came to a stop at the traffic signal near S. 4th St. Unit 01 failed to stop with assured clear distance ahead and made contact with the rear of Unit 02. Units involved sustained no injuries and functional damage. Unit 01 was issued a citation for ACDA and being under failure to reinstate suspenstion. Unit 01 was impounded at the scene and did not show proof of vehicle insurance.,10/19/2020 13:01,10/19/2020 13:02,10/19/2020 13:06,Wet,0,0,False,False,False,False
299,Property Damage Only,2,1,10/20/2020 17:40,40.05925,-82.38811,,,East,Main,Street,Rear-end,Rain,Dawn/Dusk,On the above date and time I was dispatched to Cedar St. and E. Main on a non injury crash. When I arrived I spoke to Unit 1 who advised me that he couldn't get stopped and struck unit 2 from the rear. Unit 1 was issued a citation for DUS and ACDA. A valid licenses driver arrived and retrieved the vehicle. ,10/20/2020 17:40,10/20/2020 17:40,10/20/2020 17:41,Wet,0,0,False,False,False,False
300,Property Damage Only,2,1,10/21/2020 12:22,40.047008,-82.449736,,,West,MAIN,Street,Sideswipe; same direction,Cloudy,Daylight,10/22/2020; 1222 hours; Unit#01 was traveling east on West Main Street in the left lane and encountered stopped traffic near the S. 35th Street intersection.  Unit#02 was traveling east on W. Main Street in the right lane.  Unit#01 changed lanes from left to right suddenly and struck Unit#02.  Unit#01 made an unsafe lane change/rules for marked lanes.,10/21/2020 12:22,10/21/2020 12:23,10/21/2020 12:26,Dry,0,0,False,False,False,False
301,Serious Injury Suspected,2,1,10/20/2020 14:44,40.043372999999995,-82.464343,,,West,Main,Street,Angle,Rain,Daylight,Unit #1 was turning around in the parking lot of 1717 W Main St; then was exiting the parking lot and failed to yield to oncoming traffic when entereing the roadway from a private drive and was struck by Unit #2 in the front end of her vehicle; then spun around into the e/b lanes of W Main St with her vehicle headed w/b.  There were two independant witnesses to the incident.  Unit #1 is at fault.,10/20/2020 14:44,10/20/2020 14:46,10/20/2020 14:49,Wet,0,0,False,False,False,False
302,Property Damage Only,1,1,10/17/2020 17:40,40.05636,-82.41678,,,,WESTERN,Avenue,Not Collision Between Two Vehicles in Transport,Clear,Daylight,UNIT #1 WAS TRAVELING WESTBOUND ON WESTERN AVE. ACCORDING TO A WITNES. UNIT #1 THEN WENT OFF THE ROADWAY AND STRUCK A UTILITY POLE; SNAPPING THE POLE. UNIT #1 THEN LEFT THE SCENE OF THE ACCIDENT. UNIT #1 IS AT FAULT FOR HIT-SKIP.,10/17/2020 17:40,10/17/2020 17:41,10/17/2020 17:45,Dry,0,0,False,False,False,False
303,Property Damage Only,2,2,10/23/2020 20:50,40.065642,-82.429236,,,North,21,Street,Sideswipe; same direction,Rain,Dark - Lighted Roadway,UNIT ONE WAS TRAVELING THE NORTHBOUND LANE AND WAS MAKING A LEFT-HAND TURN. ACCORDING TO UNIT ONE; UNIT TWO SIDESWIPPED HER VEHICLE. SHE PULLED OVER; BUT UNIT TWO FLED THE SCENE. ,10/23/2020 20:50,10/24/2020 0:06,10/24/2020 0:12,Wet,0,0,False,False,False,False
304,Property Damage Only,3,1,10/23/2020 19:41,40.051854999999996,-82.430709,,,North,21st,Street,Rear-end,Cloudy,Dark - Lighted Roadway,On the listed date and time; I was dispatched to the listed location in reference to a non-injury accident. Upon arrival; I spoke with the driver of unit #1 who was found at fault for the accident. Unit #1 was traveling southbound on N. 21st St. following unit #2. Unit #1 rear-ended unit #2; causing unit #2 to strike unit #3. There was very minor damage to unit #3. However; unit #2 had disabling rear end damage. Unit #1 had minor front end damage. The driver of unit #1 stated he had two alcoholic beverages before leaving his friends residence which he was coming from. The driver of unit #1 was arrested for OVI and issued a citation. Respectfully submitted; Officer Brandon M. Shepherd #3267,10/23/2020 19:41,10/23/2020 19:43,10/23/2020 19:49,Wet,0,0,False,True,False,False
305,Property Damage Only,2,1,10/23/2020 17:32,40.074740000000006,-82.44715,,,,KING,Road,Angle,Cloudy,Daylight,Unit 1 was making a left turn (eastbound) onto Sharon valley Rd from King Rd.  Unit 2 was traveling westbound on Sharon Valley at King Rd.  Unit 1 turned into the path on Unit 2 causing a accident.  Unit 1 is found at fault for the accident for failure to yield while turning left.  Unit 1 was issued a citation for the accident.,10/23/2020 17:32,10/23/2020 17:33,10/23/2020 17:39,Wet,0,0,False,False,False,False
306,Property Damage Only,2,1,10/23/2020 16:36,40.086551,-82.42866500000001,,,,Goosepond,Drive,Angle,Rain,Daylight,On the listed date and time; I was dispatched to the location of 1315 N. 21st St. Wal-Mart parking lot; in reference to a non-injury accident. Upon arrival I spoke with both parties who remained on scene. The driver of unit #1 stated she was traveling southbound across Goospond Dr. while attempting to enter the Wal-Mart enterence. While traveling across the eastbound lanes; unit #1 was struck by unit #2. Unit #2 had disabling damage to the front end. Unit #1 had multiple air bag deployments on the passenger side along with disabling front passenger side damage. The driver of unit #1 was issued a citation. Both parties contacted their own tow companies for their vehicles. Respectfully submitted; Officer Brandon M. Shepherd #3267 ,10/23/2020 16:36,10/23/2020 17:20,10/23/2020 17:20,Wet,0,0,False,False,False,False
307,Property Damage Only,2,2,10/23/2020 12:33,40.051719,-82.401038,,,,GILBERT,Street,Not Collision Between Two Vehicles in Transport,Clear,Daylight,Unit 2 was travelling westbound on Gilbert St. when it attempted to turn northbound into an alley and struck Unit 1. Unit 1 was parked. Unit 2 struck Unit 1 with the left back end of the vehicle making contact with the passenger side of Unit 1. No injuries were reported at the time of the incident. ,10/23/2020 12:37,10/23/2020 12:39,10/23/2020 12:47,Dry,0,0,False,False,False,False
308,Minor Injury Suspected,2,1,10/24/2020 19:33,40.065292,-82.408107,State Route,13S,,,,Not Collision Between Two Vehicles in Transport,Cloudy,Dark - Lighted Roadway,10/24/2020; 1933 hours; Unit#02 was traveling south on State Rt 13 South/Mt Vernon Rd and Unit#01(pedestrain) was walking east on the sidewalk.  Unit#01 started to cross the roadway at 271 Mt Vernon Rd; stepping suddenly into traffic; at night; not at a marked crossing.  Unit#02 struck Unit#01.  Unit#01 failed to yield right of way to Unit#02.,10/24/2020 19:33,10/24/2020 19:33,10/24/2020 19:35,Dry,0,0,False,True,False,False
309,Property Damage Only,2,1,10/24/2020 6:59,40.05934,-82.39135999999999,,,East,Main,Street,Not Collision Between Two Vehicles in Transport,Cloudy,Dawn/Dusk,Unit Two was parked on street in front of his residence.  Unit One was traveling  E/B and strucked the side of Unit Two.  Unit one did not stop and left the area.,10/24/2020 6:59,10/24/2020 7:00,10/24/2020 7:15,Dry,0,0,False,False,False,False
310,Property Damage Only,1,1,10/24/2020 22:52,40.06035,-82.3704,,,East,MAIN,Street,Not Collision Between Two Vehicles in Transport,Clear,Dark - Lighted Roadway,Unit#1 was traveling South on Obannon Ave and made a left turn onto E Main St. Unit#1 lost control and drove off the right side of the road into a ditch.  Also refer to citation and statement.,10/24/2020 22:52,10/24/2020 22:54,10/24/2020 22:58,Dry,0,0,False,True,False,False
311,Property Damage Only,2,99,10/26/2020 5:52,40.0621,-82.4066,,,,Mt Vernon ,Road,Angle,Clear,Dark - Lighted Roadway,Unit #2 was operating northbound on Mt. Vernon Rd approaching the intersection of Mt Vernon Rd and the Westbound exit ramp of SR 16.  Unit #1 was operating westbound on the Westbound exit ramp of SR 16 approaching Mt. Vernon Rd.  Both drivers stated that they had a green light.  The vehicle colided within the intersection of Mt. Vernon Rd and the SR 16 west exit ramp.,10/26/2020 5:52,10/26/2020 5:52,10/26/2020 5:52,Dry,0,0,False,False,False,False
312,Property Damage Only,2,1,10/20/2020 18:00,40.07985,-82.4285,,,,Baker,Boulevard,Other/Unknown,Rain,Other/Unknown,Unit #2 was parked in the marked parking space at the NASA Soccer fields at 600 Baker Blvd when an unknown vehicle; Unit #1 struck Unit #2 in the passenger rear side of his vehicle.  Unit #1 is unknown at this time.  Crash date was 10/20/2020 1800 hrs.,10/21/2020 12:02,10/21/2020 12:08,10/21/2020 12:23,Wet,0,0,False,False,False,False
313,Property Damage Only,2,1,10/10/2020 21:30,40.063699,-82.406642,,,,ELMWOOD,Alley,Backing,Clear,Dark - Lighted Roadway,Unit#2 was legally parked in the area of 215 Elmwood Ave.  Unit#1 was delivering food at 217 Elmwod and was backing out of the driveway when Unit#1 struck Unit#2.  Unit#1 got out looked at the damage and left the scene.  Unit#1 was a light colored mini van with a blonde female driver.  Unit#2 stated the driver was from Pizza Hut. It was later determined it was not.  Unit#1 has not been located as of yet.,10/23/2020 18:12,10/23/2020 18:33,10/23/2020 18:36,Wet,0,0,False,False,False,False
315,Property Damage Only,2,1,10/26/2020 13:16,40.0581,-82.4066,,,West,Church ,Street,Angle,Cloudy,Daylight,Unit #1 was traveling westbound on W Church Street at the intersection of N 5th Street. Unit #1 failed to stop for red light at the intersection and struck Unit #2 in the front passenger side. Unit #1 is at fault for the accident; no citation issued; no injuries reported. Unit #2 was northbound on N 5th Street proceeding through green light when unit was struck. ,10/26/2020 13:16,10/26/2020 13:16,10/26/2020 13:17,Dry,0,0,False,False,False,False
316,Property Damage Only,2,1,10/26/2020 15:09,40.060303999999995,-82.382019,,,,Oakwood,Avenue,Angle,Cloudy,Daylight,On 10/26/2020 Unit 02 was traveling south bound on Oakwood Ave. approaching the Tuscarawas Ave. intersection. Unit 01 was stopped at the stop sign facing east bound on Tuscarawas Ave. Unit 01 stated they cleared traffic and attempted to inch out into the intersection to see around vehicles parked on the west side of Oakwood Ave. Unit 01 believed he was clear and entered into the intersection when Unit 01 struck Unit 02. Neither Unit 01 or Unit 02 suffered any injuries and the vehicles sustained minor damage. Both units were able to drive from the scene and provided written statements. Unit 02 advised she does not have vehicle insurance at this time yet is in the process with Naders Ins.,10/26/2020 15:09,10/26/2020 15:10,10/26/2020 15:14,Dry,0,0,False,False,False,False
